"","voted","sex","age","unit","weight","race","educ"
"535",1,0,"(49,59]",0,3336.8311,1,0
"536",1,0,"(49,59]",0,2898.3343,3,2
"537",1,1,"(49,59]",0,3138.2943,1,1
"538",1,0,"(0,29]",0,3308.589,3,0
"539",1,0,"(49,59]",0,3607.0517,1,2
"540",1,0,"(49,59]",0,2965.3486,1,1
"541",NA,1,NA,0,3042.1289,1,NA
"542",1,1,"(39,49]",0,3570.077,1,2
"543",1,0,"(39,49]",0,3143.5098,1,2
"544",1,1,"(0,29]",0,3050.6153,1,0
"545",0,1,"(29,39]",0,2697.2299,3,2
"546",0,0,"(0,29]",0,2802.7958,3,0
"547",1,1,"(49,59]",0,3132.5345,NA,0
"548",NA,1,NA,0,2962.3022,NA,NA
"549",NA,1,"(59,69]",0,3097.9088,NA,NA
"550",0,0,"(59,69]",0,3429.7184,1,0
"551",0,1,"(59,69]",0,3116.9528,1,1
"552",0,1,"(49,59]",0,3170.6033,1,1
"553",1,0,"(59,69]",0,2895.2919,1,1
"554",0,0,"(59,69]",0,3949.5292,1,0
"555",0,1,"(49,59]",0,3017.9843,1,1
"556",0,0,"(49,59]",0,3577.8603,1,0
"557",0,0,"(0,29]",0,2824.5679,1,0
"558",1,1,"(69,79]",0,2962.3022,1,2
"559",1,0,"(69,79]",0,3013.1444,1,2
"560",0,1,"(59,69]",0,3704.282,1,0
"561",NA,1,NA,0,3849.3741,NA,NA
"562",NA,NA,NA,0,4402.4866,NA,NA
"563",NA,NA,NA,0,5805.6862,NA,NA
"564",1,1,"(59,69]",0,4255.7542,2,1
"565",1,0,"(29,39]",0,5246.8568,2,0
"566",1,0,"(79,100]",0,2944.8866,1,1
"567",0,0,"(29,39]",0,2574.6107,1,2
"568",0,1,"(0,29]",0,3284.4404,1,2
"569",1,0,"(49,59]",0,4170.5191,1,2
"570",0,1,"(49,59]",0,3517.9019,1,2
"571",0,0,"(29,39]",0,2574.6107,1,1
"572",0,1,"(29,39]",0,2880.2911,1,1
"573",0,1,"(49,59]",0,3170.6033,1,0
"574",0,0,"(0,29]",0,3314.3602,1,1
"575",1,0,"(49,59]",0,4406.0764,3,2
"576",1,1,"(39,49]",0,2921.5357,3,1
"577",1,0,"(0,29]",0,3727.7408,1,1
"578",1,1,"(0,29]",0,3878.2875,1,1
"579",NA,0,NA,0,3972.5202,1,2
"580",NA,1,NA,0,3534.8836,1,2
"581",0,0,"(0,29]",0,3493.5825,1,0
"582",0,1,"(0,29]",0,4164.8924,1,0
"583",0,0,"(0,29]",0,5932.3575,1,1
"584",NA,0,"(39,49]",0,2771.9953,1,1
"585",0,0,"(29,39]",0,4094.848,2,1
"586",0,1,"(49,59]",0,3587.3462,1,0
"587",0,1,"(0,29]",0,3724.4546,1,0
"588",1,1,"(49,59]",0,3285.06,1,2
"589",1,0,"(49,59]",0,2989.5426,1,2
"590",1,0,"(0,29]",0,3250.4011,1,1
"591",1,0,"(59,69]",0,4264.7523,2,0
"592",1,0,"(0,29]",0,3250.4011,1,1
"593",0,1,"(29,39]",0,2879.6367,1,2
"594",NA,0,NA,0,3013.1444,1,NA
"595",1,1,"(39,49]",0,3057.2952,1,2
"596",0,0,"(69,79]",0,3483.836,1,0
"597",1,0,"(49,59]",0,2874.8784,3,1
"598",1,1,"(59,69]",0,2919.0262,1,1
"599",0,1,"(0,29]",0,3058.698,1,1
"600",1,0,"(49,59]",0,2989.5426,1,2
"601",1,1,"(39,49]",0,3570.077,1,2
"602",0,0,"(0,29]",0,2872.7261,1,0
"603",0,0,"(49,59]",0,3858.0866,1,1
"604",0,1,"(29,39]",0,3012.529,1,0
"605",0,1,"(79,100]",0,3485.5087,1,0
"606",1,0,"(49,59]",0,3713.898,1,2
"607",1,1,"(39,49]",0,3339.8188,1,2
"608",1,0,"(29,39]",0,6072.7454,2,2
"609",1,0,"(49,59]",0,3340.6973,1,1
"610",1,1,"(39,49]",0,3057.2952,1,2
"611",1,0,"(39,49]",0,3717.7349,1,1
"612",1,1,"(39,49]",0,2892.3251,1,0
"613",0,1,"(0,29]",0,3058.698,1,0
"614",1,0,"(69,79]",0,3457.0311,1,2
"615",1,1,"(49,59]",0,3132.5345,1,1
"616",1,0,"(49,59]",0,3340.6973,1,0
"617",1,0,"(49,59]",0,3688.5533,2,0
"618",1,1,"(49,59]",0,4128.0561,2,0
"619",1,0,"(59,69]",0,3016.9783,1,1
"620",1,1,"(59,69]",0,3097.9088,1,1
"621",0,1,"(0,29]",0,3381.6702,1,0
"622",0,0,"(0,29]",0,3250.4011,1,0
"623",1,1,"(29,39]",0,2506.1624,1,2
"624",0,0,"(59,69]",0,2858.2436,1,2
"625",0,1,"(59,69]",0,2843.2328,1,0
"626",1,1,"(59,69]",0,3613.2838,1,1
"627",1,0,"(69,79]",0,3726.0633,1,0
"628",0,1,"(59,69]",0,3327.7579,1,1
"629",0,0,"(39,49]",0,4194.2453,1,0
"630",0,1,"(59,69]",0,3347.7017,1,0
"631",1,1,"(49,59]",0,3259.2366,1,1
"632",NA,0,"(59,69]",0,3181.7203,1,1
"633",1,0,"(69,79]",0,3248.9384,1,2
"634",1,1,"(59,69]",0,3142.1538,1,0
"635",1,0,"(29,39]",0,4195.1503,1,0
"636",NA,1,"(69,79]",0,3040.0729,1,0
"637",1,1,"(59,69]",0,3142.3838,1,2
"638",1,1,"(49,59]",0,4094.6482,2,1
"639",1,1,"(29,39]",0,2605.5145,1,1
"640",1,0,"(39,49]",0,4239.2141,1,2
"641",1,1,"(49,59]",0,3437.6276,1,0
"642",NA,0,"(49,59]",0,3984.3229,1,2
"643",NA,1,"(49,59]",0,3530.7995,1,1
"644",0,1,"(29,39]",0,4395.6867,2,0
"645",NA,1,"(59,69]",0,2911.5259,2,NA
"646",NA,1,NA,0,4611.8826,NA,NA
"647",NA,0,NA,0,4430.0867,1,NA
"648",0,0,"(49,59]",0,3664.5448,2,2
"649",0,1,"(39,49]",0,3885.3448,2,2
"650",1,0,"(59,69]",0,3790.8162,1,1
"651",NA,0,"(0,29]",0,5130.8529,1,0
"652",NA,1,"(0,29]",0,4611.8826,1,0
"653",NA,1,"(69,79]",0,3653.4986,2,0
"654",1,0,"(49,59]",0,3607.0517,1,2
"655",NA,1,"(39,49]",0,2924.1512,1,2
"656",1,0,"(39,49]",0,4011.5838,2,2
"657",1,1,"(49,59]",0,3803.1205,2,2
"658",1,1,"(0,29]",0,4612.7359,2,1
"659",1,0,"(69,79]",0,3520.9691,1,1
"660",1,1,"(69,79]",0,3241.9232,1,NA
"661",0,0,"(49,59]",0,3165.5636,1,0
"662",0,1,"(39,49]",0,2900.4864,1,0
"663",1,1,"(29,39]",0,2860.5452,1,2
"664",1,0,"(49,59]",0,2965.3486,1,1
"665",1,1,"(69,79]",0,3393.4254,1,0
"666",1,1,"(59,69]",0,3159.8844,2,1
"667",1,0,"(59,69]",0,3508.8598,2,0
"668",0,1,"(39,49]",0,3534.8836,1,0
"669",1,0,"(49,59]",0,3862.5568,1,0
"670",1,0,"(59,69]",0,4272.9958,2,0
"671",0,1,"(59,69]",0,4255.7542,2,0
"672",1,1,"(69,79]",0,3365.9628,1,1
"673",1,0,"(69,79]",0,3581.3848,1,1
"674",1,0,"(49,59]",0,3309.8265,1,2
"675",1,1,"(49,59]",0,3247.6643,1,2
"676",0,0,"(0,29]",0,5130.8529,1,0
"677",NA,1,"(0,29]",0,4611.8826,1,0
"678",1,0,"(49,59]",0,4069.1447,1,1
"679",1,1,"(59,69]",0,3442.7113,1,0
"680",1,0,"(39,49]",0,2794.6118,1,1
"681",1,1,"(39,49]",0,2567.224,1,1
"682",1,1,"(0,29]",0,3381.6702,1,1
"683",0,0,"(0,29]",0,3758.1551,1,1
"684",0,1,"(0,29]",0,3725.7103,1,1
"685",0,1,"(39,49]",0,4082.6241,2,0
"686",0,0,"(39,49]",0,4311.0409,2,1
"687",0,0,"(0,29]",0,5235.7454,2,0
"688",1,0,"(49,59]",0,2989.5426,1,1
"689",1,1,"(49,59]",0,3138.2943,1,2
"690",NA,1,"(39,49]",0,2914.5834,1,1
"691",1,0,"(29,39]",0,3175.1125,1,2
"692",1,1,"(29,39]",0,3189.0966,1,2
"693",1,0,"(29,39]",0,4850.4862,1,2
"694",1,1,"(49,59]",0,2991.5592,4,1
"695",1,0,"(39,49]",0,4311.0409,2,2
"696",NA,0,"(39,49]",0,3118.0697,1,2
"697",NA,1,"(29,39]",0,2506.1624,1,1
"698",1,0,"(49,59]",0,3607.0517,1,2
"699",1,1,"(49,59]",0,3042.6078,1,2
"700",NA,0,"(0,29]",0,3226.9133,3,0
"701",1,1,"(59,69]",0,3269.5419,1,0
"702",1,0,"(69,79]",0,2948.4201,1,1
"703",NA,1,"(79,100]",0,3486.5247,1,0
"704",1,1,"(0,29]",0,3770.5233,1,2
"705",NA,0,"(39,49]",0,3463.8363,1,2
"706",NA,1,"(39,49]",0,3082.2394,1,2
"707",1,0,"(39,49]",0,3687.6477,1,1
"708",1,0,"(69,79]",0,3206.0473,2,2
"709",1,1,"(59,69]",0,2911.5259,2,2
"710",1,1,"(29,39]",0,2860.5452,1,2
"711",1,0,"(29,39]",0,3775.4368,1,2
"712",1,1,"(39,49]",0,3534.8836,1,1
"713",1,0,"(49,59]",0,3826.8635,1,0
"714",0,1,"(79,100]",0,3126.8569,3,0
"715",0,1,"(29,39]",0,3163.2876,1,2
"716",1,0,"(39,49]",0,3525.447,3,0
"717",1,1,"(59,69]",0,4772.911,2,2
"718",1,0,"(49,59]",0,4264.7523,2,2
"719",0,1,"(29,39]",0,2860.5452,1,2
"720",0,0,"(29,39]",0,3505.2773,1,2
"721",0,1,"(0,29]",0,3222.3398,1,1
"722",0,0,"(0,29]",0,3250.4011,1,2
"723",1,1,"(59,69]",0,3072.8377,1,1
"724",1,1,"(39,49]",0,2968.2571,1,1
"725",1,1,"(69,79]",0,3393.4254,1,2
"726",1,1,"(49,59]",0,3170.6033,1,2
"727",1,0,"(49,59]",0,3841.4107,1,2
"728",1,1,"(0,29]",0,3222.3398,1,1
"729",0,0,"(29,39]",0,3008.8084,1,0
"730",NA,1,"(39,49]",0,3219.4275,1,0
"731",1,1,"(49,59]",0,3517.9019,1,2
"732",1,0,"(59,69]",0,3997.8381,1,2
"733",1,1,"(0,29]",0,4118.2956,1,1
"734",1,1,"(0,29]",0,4395.096,1,1
"735",1,1,"(79,100]",0,3480.4386,2,0
"736",1,0,"(29,39]",0,4161.1994,1,2
"737",0,1,"(29,39]",0,4019.9182,1,2
"738",0,0,"(59,69]",0,3965.4841,1,2
"739",1,0,"(29,39]",0,3505.2773,1,1
"740",1,1,"(29,39]",0,2860.5452,1,1
"741",0,0,"(29,39]",0,4402.4866,2,1
"742",0,1,"(0,29]",0,3930.3142,1,0
"743",1,0,"(49,59]",0,2989.5426,1,1
"744",1,1,"(49,59]",0,3285.06,1,1
"745",1,1,"(0,29]",0,3371.79,1,2
"746",1,0,"(29,39]",0,2825.7996,4,2
"747",1,1,"(39,49]",0,2938.3633,1,2
"748",0,0,"(29,39]",0,4427.8717,1,1
"749",0,1,"(0,29]",0,6833.027,4,0
"750",NA,1,"(49,59]",0,3768.3708,1,0
"751",NA,0,"(69,79]",0,3404.9154,1,0
"752",0,1,"(49,59]",0,3767.4895,1,1
"753",0,0,"(29,39]",0,3056.6704,1,2
"754",1,1,"(39,49]",0,3404.6191,1,2
"755",1,0,"(49,59]",0,3685.8392,1,2
"756",NA,0,NA,0,4167.8292,1,NA
"757",0,1,"(49,59]",0,3017.9843,1,0
"758",0,0,"(49,59]",0,3577.8603,1,0
"759",1,1,"(59,69]",0,2854.8611,1,2
"760",1,0,"(59,69]",0,3429.7184,1,1
"761",1,1,"(39,49]",0,3541.1848,1,1
"762",1,1,"(69,79]",0,3302.9468,1,1
"763",0,0,"(49,59]",0,3826.8635,1,1
"764",0,1,"(0,29]",0,3770.5233,1,2
"765",1,1,"(49,59]",0,3138.2943,1,1
"766",1,0,"(29,39]",0,3062.028,1,0
"767",1,1,"(69,79]",0,3452.2717,2,2
"768",1,0,"(29,39]",0,3534.1612,1,2
"769",1,1,"(29,39]",0,2921.2987,1,2
"770",1,0,"(49,59]",0,3841.4107,1,2
"771",1,1,"(49,59]",0,3170.6033,1,2
"772",1,1,"(29,39]",0,2880.2911,1,1
"773",NA,1,"(49,59]",0,3138.2943,1,1
"774",NA,0,"(39,49]",0,3143.5098,1,0
"775",1,1,"(69,79]",0,3001.5386,1,0
"776",0,1,"(39,49]",0,3541.1848,1,1
"777",1,0,"(39,49]",0,3906.6858,2,1
"778",1,1,"(39,49]",0,3353.5793,1,1
"779",0,0,"(49,59]",0,3302.2269,1,0
"780",0,0,"(59,69]",0,2992.5622,1,0
"781",1,1,"(49,59]",0,3258.4743,1,0
"782",1,0,"(59,69]",0,4382.99,1,2
"783",1,1,"(59,69]",0,3846.012,1,2
"784",0,0,"(0,29]",0,3686.6812,1,1
"785",0,1,"(29,39]",0,3357.4003,1,1
"786",NA,1,"(59,69]",0,3846.012,1,0
"787",1,1,"(69,79]",0,3393.4254,1,2
"788",0,1,"(79,100]",0,3849.3741,2,1
"789",0,0,"(79,100]",0,3594.4163,2,0
"790",1,1,"(79,100]",0,3001.5386,1,1
"791",1,0,"(59,69]",0,3016.9783,1,0
"792",1,1,"(49,59]",0,3285.06,1,0
"793",0,0,"(49,59]",0,3340.6973,1,0
"794",0,1,"(49,59]",0,3247.7145,4,1
"795",1,0,"(69,79]",0,2944.8866,1,0
"796",NA,0,"(39,49]",0,3435.8039,1,1
"797",NA,1,"(39,49]",0,2868.9179,1,2
"798",0,1,"(0,29]",0,4575.4055,2,0
"799",1,0,"(0,29]",0,3561.3128,1,0
"800",1,1,"(29,39]",0,3155.0836,1,0
"801",1,0,"(49,59]",0,3858.0866,1,1
"802",1,1,"(49,59]",0,3785.6275,1,0
"803",1,1,"(69,79]",0,3485.5087,1,0
"804",NA,0,NA,0,3411.5491,NA,NA
"805",1,0,"(59,69]",0,3965.4841,1,2
"806",1,1,"(59,69]",0,3300.8267,1,2
"807",1,1,"(69,79]",0,3393.4254,1,1
"808",1,1,"(79,100]",0,3515.6126,1,1
"809",1,1,"(79,100]",0,3015.4699,1,2
"810",1,0,"(69,79]",0,3383.9398,1,0
"811",1,1,"(59,69]",0,3296.2178,1,2
"812",1,0,"(69,79]",0,3013.1444,1,2
"813",0,1,"(79,100]",0,3040.0729,1,0
"814",1,1,"(39,49]",0,2914.5834,1,1
"815",1,0,"(39,49]",0,2607.8298,1,1
"816",0,1,"(69,79]",0,3350.2893,1,1
"817",1,0,"(29,39]",0,3001.0851,1,2
"818",NA,0,"(59,69]",0,4134.0994,1,NA
"819",NA,1,"(49,59]",0,3665.8919,1,NA
"820",1,0,"(39,49]",0,4004.9317,1,2
"821",1,0,"(69,79]",0,3492.4743,1,1
"822",1,1,"(59,69]",0,3245.0168,1,0
"823",1,0,"(39,49]",0,4160.3017,1,2
"824",1,1,"(29,39]",0,3163.2876,1,2
"825",NA,1,"(59,69]",0,3072.8377,1,0
"826",NA,1,"(0,29]",0,3354.3027,1,2
"827",NA,0,"(49,59]",0,3336.8311,1,2
"828",NA,1,"(49,59]",0,3274.1617,1,2
"829",1,0,"(69,79]",0,3655.6853,1,2
"830",1,1,"(69,79]",0,3365.9628,1,0
"831",1,1,"(29,39]",0,3302.5276,1,1
"832",1,0,"(29,39]",0,3511.704,1,0
"833",NA,1,"(69,79]",0,3272.1374,1,1
"834",0,1,"(59,69]",0,3710.802,2,1
"835",1,0,"(69,79]",0,3222.6451,1,2
"836",1,1,"(59,69]",0,3125.103,1,2
"837",0,0,"(39,49]",0,3746.6514,1,2
"838",1,1,"(39,49]",0,3339.8188,1,2
"839",1,1,"(0,29]",0,3770.5233,1,2
"840",NA,1,"(0,29]",0,3480.0619,3,2
"841",1,1,"(59,69]",0,3747.0813,2,1
"842",NA,0,"(59,69]",0,4047.8294,2,1
"843",NA,0,"(79,100]",0,3406.1501,2,0
"844",1,1,"(39,49]",0,4350.8798,2,2
"845",1,0,"(39,49]",0,4311.0409,2,1
"846",0,1,"(0,29]",0,6777.2744,2,1
"847",0,0,"(49,59]",0,3231.273,4,2
"848",0,1,"(49,59]",0,2881.7814,4,1
"849",0,0,"(0,29]",0,3209.6205,4,2
"850",1,1,"(0,29]",0,4510.9837,2,2
"851",1,0,"(0,29]",0,6457.7819,2,2
"852",1,1,"(49,59]",0,3158.0926,1,1
"853",0,0,"(59,69]",0,3512.3211,NA,2
"854",1,1,"(69,79]",0,3015.4699,1,1
"855",1,0,"(69,79]",0,2921.054,1,2
"856",1,1,"(59,69]",0,3296.2178,NA,NA
"857",1,0,"(29,39]",0,3062.028,1,NA
"858",1,0,"(59,69]",0,2992.5622,1,2
"859",1,0,"(59,69]",0,3821.7452,1,1
"860",1,1,"(49,59]",0,3259.2366,1,2
"861",1,0,"(49,59]",0,3894.0711,1,0
"862",1,1,"(49,59]",0,3651.4269,1,0
"863",1,1,"(39,49]",0,3563.7245,1,1
"864",1,0,"(29,39]",0,4161.1994,1,2
"865",0,1,"(59,69]",0,2878.1536,1,2
"866",0,0,"(59,69]",0,3457.7012,1,1
"867",1,1,"(29,39]",0,2758.2265,1,2
"868",1,1,"(49,59]",0,3042.6078,1,1
"869",1,0,"(29,39]",0,2746.1318,1,0
"870",1,1,"(39,49]",0,4115.9339,2,1
"871",0,0,"(0,29]",0,5278.4635,2,0
"872",1,0,"(49,59]",0,3577.8603,1,2
"873",0,0,"(39,49]",0,2607.8298,1,2
"874",1,1,"(29,39]",0,3022.06,1,0
"875",1,1,"(49,59]",0,3138.2943,1,1
"876",1,0,"(59,69]",0,3016.9783,1,1
"877",1,0,"(39,49]",0,3118.0697,1,2
"878",1,1,"(49,59]",0,3112.8964,1,2
"879",1,1,"(0,29]",0,3025.927,1,0
"880",1,0,"(0,29]",0,3223.986,1,1
"881",1,1,"(49,59]",0,3158.0926,1,1
"882",1,0,"(49,59]",0,3725.8359,2,2
"883",1,1,"(39,49]",0,3775.4872,4,2
"884",1,0,"(49,59]",0,3045.763,4,2
"885",1,1,"(59,69]",0,3300.8267,1,2
"886",1,0,"(59,69]",0,4134.0994,1,2
"887",1,1,"(69,79]",0,3830.2956,1,1
"888",1,1,"(39,49]",0,3570.077,1,NA
"889",1,0,"(49,59]",0,3165.5636,1,NA
"890",NA,1,"(29,39]",0,2897.6569,1,2
"891",NA,0,"(39,49]",0,3205.0162,1,0
"892",NA,0,"(0,29]",0,3294.6021,1,1
"893",NA,0,"(0,29]",0,3294.6021,1,1
"894",0,0,"(0,29]",0,3701.5537,1,0
"895",0,1,"(39,49]",0,2892.3251,1,1
"896",NA,0,"(59,69]",0,3575.5526,1,1
"897",NA,1,"(49,59]",0,3017.9843,1,1
"898",1,0,"(49,59]",0,3841.4107,1,NA
"899",0,1,"(59,69]",0,3116.9528,1,NA
"900",1,1,"(69,79]",0,3830.2956,1,0
"901",1,0,"(69,79]",0,3404.9154,1,0
"902",1,1,"(59,69]",0,3780.286,1,0
"903",1,0,"(69,79]",0,3409.0009,1,1
"904",1,0,"(59,69]",0,3575.5526,1,2
"905",1,1,"(59,69]",0,3116.9528,1,1
"906",1,0,"(59,69]",0,3596.4517,1,1
"907",1,1,"(69,79]",0,3653.4986,2,0
"908",1,0,"(69,79]",0,4056.9884,2,1
"909",0,1,"(29,39]",0,4456.3287,4,0
"910",NA,0,"(29,39]",0,4863.6159,2,0
"911",1,0,"(39,49]",0,3118.0697,1,0
"912",1,1,"(39,49]",0,3541.1848,1,1
"913",0,0,"(0,29]",0,3223.986,1,0
"914",0,1,"(29,39]",0,6143.7803,2,2
"915",0,0,"(49,59]",0,3785.8728,2,0
"916",1,0,"(49,59]",0,3656.2483,1,2
"917",1,1,"(49,59]",0,3600.1289,1,2
"918",0,0,"(69,79]",0,4465.7639,4,0
"919",0,0,"(29,39]",0,7371.2303,4,0
"920",0,0,"(29,39]",0,5119.5617,1,NA
"921",0,1,"(29,39]",0,4685.8022,1,NA
"922",1,0,"(59,69]",0,3291.6457,2,1
"923",1,1,"(59,69]",0,4290.4765,2,1
"924",0,0,"(39,49]",0,3781.7568,3,1
"925",0,1,"(39,49]",0,2921.5357,3,0
"926",NA,1,"(29,39]",0,2860.5452,1,0
"927",NA,0,"(0,29]",0,4223.8737,1,0
"928",1,1,"(0,29]",0,3196.2617,1,2
"929",1,0,"(0,29]",0,3224.096,1,1
"930",1,0,"(0,29]",0,6214.0401,NA,NA
"931",1,1,"(59,69]",0,3633.2641,1,1
"932",1,0,"(59,69]",0,4167.8292,1,0
"933",1,0,"(69,79]",0,3964.7156,1,2
"934",1,1,"(69,79]",0,3323.1758,1,2
"935",1,0,"(59,69]",0,3304.7376,1,2
"936",1,1,"(59,69]",0,4879.6299,4,2
"937",0,0,"(0,29]",0,3224.096,1,1
"938",0,1,"(0,29]",0,3354.3027,1,1
"939",0,1,"(0,29]",0,3455.8531,1,0
"940",0,0,"(29,39]",0,3775.4368,1,1
"941",NA,0,NA,0,3461.7867,4,2
"942",NA,1,"(39,49]",0,3082.2394,NA,2
"943",1,0,"(59,69]",0,2835.1121,1,2
"944",1,1,"(59,69]",0,2820.2228,1,2
"945",0,0,"(49,59]",0,4259.3048,1,1
"946",0,1,"(0,29]",0,4056.5208,3,1
"947",0,1,"(29,39]",0,3551.5749,3,0
"948",NA,0,NA,0,3062.028,NA,NA
"949",1,0,"(59,69]",0,3145.1949,3,2
"950",0,1,"(49,59]",0,2511.715,3,2
"951",1,1,"(39,49]",0,2892.3251,1,2
"952",1,0,"(39,49]",0,3717.7349,1,2
"953",1,0,"(59,69]",0,3457.7012,1,1
"954",1,1,"(69,79]",0,2897.6409,1,2
"955",NA,1,"(59,69]",0,3097.9088,1,0
"956",NA,1,"(39,49]",0,3859.9601,4,2
"957",NA,0,"(39,49]",0,4014.3516,4,0
"958",0,1,"(69,79]",0,3358.6553,1,0
"959",1,1,"(39,49]",0,3339.8188,1,2
"960",1,0,"(49,59]",0,3310.0421,1,2
"961",0,1,"(69,79]",0,3393.4254,1,1
"962",NA,0,"(39,49]",0,3717.7349,1,2
"963",NA,1,"(39,49]",0,2654.7205,3,1
"964",1,0,"(59,69]",0,3693.577,4,0
"965",0,1,"(59,69]",0,3664.3049,4,0
"966",1,0,"(59,69]",0,2895.5826,1,0
"967",1,1,"(59,69]",0,3072.8377,1,1
"968",1,1,"(49,59]",0,3517.9019,1,2
"969",1,0,"(49,59]",0,4170.5191,1,0
"970",NA,0,"(0,29]",0,3863.3714,1,2
"971",1,0,"(29,39]",0,2574.6107,1,2
"972",1,1,"(0,29]",0,3284.4404,1,2
"973",0,0,"(29,39]",0,2843.8961,1,1
"974",1,1,"(69,79]",0,2962.3022,1,0
"975",1,0,"(29,39]",0,3511.704,1,2
"976",1,1,"(39,49]",0,3950.9827,2,1
"977",0,1,"(0,29]",0,5648.4113,2,1
"978",1,0,"(59,69]",0,2858.2436,1,0
"979",1,1,"(59,69]",0,2919.0262,1,1
"980",0,0,"(49,59]",0,3660.0649,1,1
"981",1,1,"(49,59]",0,3628.5358,1,0
"982",0,1,"(0,29]",0,3909.9301,1,1
"983",1,1,"(69,79]",0,3498.732,1,1
"984",1,0,"(69,79]",0,3483.836,1,0
"985",0,0,"(0,29]",0,3758.027,1,0
"986",0,1,"(59,69]",0,3613.2838,1,0
"987",0,0,"(59,69]",0,4382.99,1,0
"988",1,1,"(59,69]",0,3480.4386,2,2
"989",NA,1,"(49,59]",0,3232.8599,1,2
"990",NA,0,"(59,69]",0,3155.971,1,2
"991",NA,1,"(0,29]",0,4611.8826,1,2
"992",NA,0,"(0,29]",0,5130.8529,1,2
"993",0,1,"(0,29]",0,3222.3398,1,1
"994",0,0,"(29,39]",0,3062.028,1,2
"995",0,0,"(79,100]",0,2988.7594,1,0
"996",0,1,"(69,79]",0,3001.5386,1,0
"997",0,0,"(29,39]",0,2574.6107,1,2
"998",1,1,"(39,49]",0,4613.1938,1,2
"999",0,0,"(39,49]",0,4861.7665,1,2
"1000",1,0,"(39,49]",0,4194.2453,1,1
"1001",0,1,"(39,49]",0,3397.3731,1,2
"1002",1,1,"(79,100]",0,3302.9468,1,0
"1003",1,1,"(59,69]",0,2854.8611,1,1
"1004",1,0,"(49,59]",0,3841.4107,1,NA
"1005",1,1,"(29,39]",0,4395.6867,2,1
"1006",0,1,"(49,59]",0,3409.8073,1,1
"1007",0,0,"(49,59]",0,3283.2543,1,0
"1008",1,0,"(39,49]",0,3689.6509,2,1
"1009",1,1,"(39,49]",0,3989.9178,1,2
"1010",0,1,"(0,29]",0,6245.6922,2,1
"1011",1,1,"(59,69]",0,3097.9088,1,0
"1012",1,0,"(59,69]",0,3016.9783,1,0
"1013",1,1,"(79,100]",0,3026.028,1,0
"1014",NA,0,"(59,69]",0,3101.4397,1,0
"1015",NA,1,"(69,79]",0,3015.4699,1,0
"1016",1,1,"(39,49]",0,4650.8325,1,2
"1017",1,0,"(39,49]",0,4331.9261,1,1
"1018",1,1,"(0,29]",0,4934.6294,1,1
"1019",1,1,"(39,49]",0,3570.077,1,2
"1020",1,0,"(79,100]",0,3455.6417,1,0
"1021",1,0,"(49,59]",0,3165.5636,1,1
"1022",1,1,"(39,49]",0,3570.077,1,2
"1023",NA,0,"(0,29]",0,3250.2903,1,1
"1024",0,0,"(39,49]",0,3049.1336,3,2
"1025",1,1,"(29,39]",0,3307.3988,1,1
"1026",1,0,"(69,79]",0,3256.8033,1,1
"1027",1,1,"(59,69]",0,3360.3133,1,2
"1028",1,1,"(69,79]",0,3040.0729,1,2
"1029",1,0,"(79,100]",0,2944.8866,1,2
"1030",1,0,"(69,79]",0,2948.4201,1,0
"1031",0,0,"(29,39]",0,3037.2473,1,1
"1032",1,1,"(29,39]",0,2856.3322,1,2
"1033",0,0,"(29,39]",0,3533.8765,1,0
"1034",0,1,"(29,39]",0,2605.5145,1,2
"1035",0,0,"(0,29]",0,3976.1177,4,0
"1036",0,1,"(59,69]",0,3418.1711,4,0
"1037",0,0,"(59,69]",0,3693.577,4,0
"1038",NA,1,"(29,39]",0,2910.2504,4,NA
"1039",NA,0,"(0,29]",0,4151.3373,4,0
"1040",NA,0,"(39,49]",0,2800.1138,4,0
"1041",0,1,"(49,59]",0,2841.4282,4,0
"1042",1,0,"(39,49]",0,2607.8298,1,NA
"1043",0,1,"(39,49]",0,2914.5834,1,NA
"1044",1,1,"(79,100]",0,3653.4986,2,0
"1045",1,0,"(59,69]",0,4264.7523,2,0
"1046",1,1,"(49,59]",0,4397.2163,2,0
"1047",NA,0,"(29,39]",0,6385.4534,2,0
"1048",0,0,"(69,79]",0,3291.6457,2,0
"1049",0,1,"(39,49]",0,3339.8188,1,2
"1050",0,0,"(39,49]",0,3746.6514,1,2
"1051",1,1,"(29,39]",0,2879.6367,1,2
"1052",1,0,"(49,59]",0,2965.3486,1,1
"1053",1,1,"(49,59]",0,3112.8964,1,0
"1054",NA,1,"(0,29]",0,3311.2379,1,2
"1055",NA,0,"(0,29]",0,2813.7049,3,2
"1056",NA,1,"(59,69]",0,2820.2228,1,2
"1057",NA,0,"(69,79]",0,3097.5137,1,2
"1058",NA,0,"(29,39]",0,3806.2403,1,2
"1059",NA,1,"(29,39]",0,2883.8842,1,2
"1060",1,1,"(79,100]",0,3014.5911,1,1
"1061",1,0,"(39,49]",0,3435.8039,NA,2
"1062",1,1,"(39,49]",0,2868.9179,NA,2
"1063",1,1,"(49,59]",0,3158.0926,1,0
"1064",1,0,"(49,59]",0,3336.8311,1,0
"1065",1,0,"(79,100]",0,3483.836,1,2
"1066",1,1,"(69,79]",0,3498.732,1,1
"1067",0,1,"(39,49]",0,3570.077,1,1
"1068",0,1,"(0,29]",0,3381.6702,1,0
