"","voted","sex","age","unit","weight","race","educ"
"1069",0,0,"(0,29]",0,3250.2903,1,0
"1070",0,0,"(39,49]",0,3143.5098,1,0
"1071",NA,1,"(0,29]",0,3995.7014,1,1
"1072",NA,0,NA,0,3567.346,1,0
"1073",0,1,"(59,69]",0,2961.7185,1,1
"1074",0,0,"(29,39]",0,3376.3758,1,0
"1075",NA,0,"(29,39]",0,3382.2937,1,0
"1076",1,0,"(59,69]",0,3126.7441,1,2
"1077",1,1,"(49,59]",0,3112.8964,1,1
"1078",1,0,"(39,49]",0,3557.8841,3,1
"1079",1,1,"(49,59]",0,3132.5345,1,0
"1080",1,0,"(59,69]",0,3085.3717,1,0
"1081",1,0,"(49,59]",0,3340.6973,1,1
"1082",0,1,"(59,69]",0,2820.2228,1,1
"1083",0,0,"(29,39]",0,3775.4368,1,0
"1084",0,1,"(69,79]",0,3480.4386,2,1
"1085",1,1,"(69,79]",0,3799.2974,1,0
"1086",1,0,"(69,79]",0,3377.3598,1,2
"1087",1,1,"(39,49]",0,3861.541,1,2
"1088",1,0,"(49,59]",0,4294.0561,1,0
"1089",NA,1,"(39,49]",0,4011.2604,2,0
"1090",NA,0,"(39,49]",0,3689.6509,2,0
"1091",1,0,"(49,59]",0,3713.898,1,1
"1092",1,1,"(39,49]",0,4022.4713,1,2
"1093",NA,0,NA,0,3435.8039,1,2
"1094",NA,1,NA,0,2868.9179,1,2
"1095",1,1,"(49,59]",0,3170.6033,1,2
"1096",1,0,"(49,59]",0,3841.4107,1,2
"1097",0,0,"(0,29]",0,3314.3602,1,1
"1098",1,1,"(79,100]",0,3040.6279,1,0
"1099",NA,0,"(49,59]",0,2898.3343,3,1
"1100",NA,1,"(39,49]",0,3594.5893,3,1
"1101",NA,0,"(0,29]",0,3308.589,3,0
"1102",NA,0,"(0,29]",0,3108.1198,3,1
"1103",NA,1,NA,0,3142.1538,1,NA
"1104",NA,0,NA,0,4427.8717,1,NA
"1105",1,1,"(59,69]",0,3179.1874,1,2
"1106",1,0,"(59,69]",0,3819.3514,1,1
"1107",NA,1,"(69,79]",0,3425.0515,1,0
"1108",NA,0,"(69,79]",0,3436.8147,1,0
"1109",1,1,"(69,79]",0,2935.2809,2,0
"1110",1,0,"(59,69]",0,4074.349,2,1
"1111",1,0,"(59,69]",0,3085.3717,1,2
"1112",1,1,"(59,69]",0,2937.7497,1,2
"1113",0,1,"(39,49]",0,2968.2571,1,2
"1114",0,0,"(29,39]",0,3534.1612,1,1
"1115",0,0,"(69,79]",0,3685.5118,1,0
"1116",0,1,"(69,79]",0,3393.4254,1,0
"1117",0,1,"(29,39]",0,4052.7164,1,1
"1118",0,0,"(0,29]",0,4557.3016,1,0
"1119",1,1,"(0,29]",0,4712.8005,1,2
"1120",0,0,"(69,79]",0,3912.5543,1,0
"1121",0,1,"(79,100]",0,3515.6126,1,2
"1122",1,0,"(59,69]",0,3155.971,1,1
"1123",1,1,"(49,59]",0,3232.8599,1,1
"1124",0,0,"(39,49]",0,3143.5098,1,0
"1125",0,1,"(39,49]",0,3570.077,1,0
"1126",1,0,"(59,69]",0,2871.8607,1,0
"1127",1,1,"(59,69]",0,3042.1289,1,2
"1128",1,1,"(0,29]",0,6998.9029,2,2
"1129",1,0,"(0,29]",0,5307.6824,2,2
"1130",NA,0,"(49,59]",0,3336.8311,1,1
"1131",NA,1,"(39,49]",0,3082.2394,1,1
"1132",NA,0,"(0,29]",0,4779.4156,1,0
"1133",1,0,"(59,69]",0,2895.2919,1,2
"1134",0,0,"(29,39]",0,5598.4977,4,2
"1135",0,1,"(0,29]",0,8055.5414,3,2
"1136",1,1,"(59,69]",0,3546.0459,1,2
"1137",1,0,"(59,69]",0,3375.2248,1,0
"1138",1,1,"(49,59]",0,3138.2943,1,2
"1139",1,0,"(49,59]",0,3165.5636,1,0
"1140",NA,1,"(0,29]",0,3381.6702,1,0
"1141",1,1,"(79,100]",0,3514.971,1,0
"1142",1,1,"(49,59]",0,3409.8073,1,2
"1143",NA,1,"(29,39]",0,3046.7168,1,2
"1144",NA,0,"(39,49]",0,2904.0923,1,2
"1145",NA,0,"(29,39]",0,3157.5456,3,2
"1146",1,1,"(59,69]",0,2895.4029,1,0
"1147",NA,1,"(0,29]",0,3371.79,1,0
"1148",1,1,"(39,49]",0,2924.1512,1,2
"1149",1,0,"(69,79]",0,3685.5118,1,2
"1150",1,1,"(69,79]",0,3393.4254,1,2
"1151",0,1,"(29,39]",0,3159.7373,1,1
"1152",1,1,"(59,69]",0,3142.3838,1,1
"1153",1,0,"(39,49]",0,3627.5723,1,1
"1154",1,1,"(0,29]",0,3561.884,1,1
"1155",1,1,"(49,59]",0,3158.0926,1,2
"1156",1,1,"(69,79]",0,3365.9628,1,0
"1157",1,0,"(69,79]",0,3655.6853,1,0
"1158",1,0,"(39,49]",0,4600.7074,2,2
"1159",1,1,"(39,49]",0,4516.361,2,2
"1160",1,0,"(0,29]",0,4484.4623,2,0
"1161",NA,0,NA,0,3965.4841,1,NA
"1162",NA,1,NA,0,3300.8267,1,NA
"1163",0,1,"(59,69]",0,2854.8611,1,2
"1164",1,0,"(59,69]",0,3429.7184,1,2
"1165",0,1,"(0,29]",0,3995.7014,1,0
"1166",1,0,"(0,29]",0,4883.6965,1,0
"1167",NA,0,"(39,49]",0,3435.8039,1,0
"1168",NA,1,"(39,49]",0,3057.2952,1,0
"1169",0,1,"(49,59]",0,3437.6276,1,0
"1170",0,1,"(69,79]",0,3810.3472,4,1
"1171",0,0,"(49,59]",0,4496.0628,4,0
"1172",NA,0,NA,0,3984.3229,1,1
"1173",NA,1,NA,0,3471.0541,1,1
"1174",0,1,"(29,39]",0,5165.972,2,1
"1175",0,0,"(0,29]",0,4463.3848,2,0
"1176",0,0,"(49,59]",0,3204.8848,2,0
"1177",0,0,"(59,69]",0,2846.9205,2,0
"1178",1,0,"(69,79]",0,3411.5491,1,2
"1179",1,1,"(69,79]",0,3065.4361,1,2
"1180",0,0,"(29,39]",0,5136.7589,2,1
"1181",0,1,"(29,39]",0,4746.1459,2,0
"1182",1,0,"(49,59]",0,3302.2269,1,2
"1183",NA,0,"(39,49]",0,4298.4924,1,1
"1184",NA,1,"(39,49]",0,3344.1431,1,2
"1185",1,0,"(59,69]",0,3669.1362,1,0
"1186",1,1,"(49,59]",0,3651.4269,1,0
"1187",1,0,"(69,79]",0,3964.7156,1,2
"1188",1,1,"(79,100]",0,3515.6126,1,2
"1189",1,1,"(39,49]",0,3989.9178,1,2
"1190",1,0,"(39,49]",0,3716.3302,1,0
"1191",1,0,"(69,79]",0,2988.7594,1,1
"1192",0,1,"(49,59]",0,3132.5345,1,2
"1193",NA,0,"(49,59]",0,3505.4884,4,1
"1194",NA,1,"(49,59]",0,3123.4024,4,1
"1195",NA,0,"(0,29]",0,3008.9172,4,1
"1196",NA,1,NA,0,6545.8191,2,0
"1197",0,1,"(69,79]",0,3776.1108,2,0
"1198",0,1,"(59,69]",0,3776.1108,2,0
"1199",NA,1,"(39,49]",0,4530.77,4,1
"1200",NA,0,"(39,49]",0,4894.5007,4,0
"1201",1,0,"(59,69]",0,3295.0601,1,2
"1202",0,0,"(29,39]",0,4585.6021,1,0
"1203",0,1,"(29,39]",0,4772.686,4,2
"1204",0,1,"(59,69]",0,3262.8316,1,0
"1205",1,0,"(49,59]",0,3427.953,1,0
"1206",1,0,"(59,69]",0,2998.4285,1,2
"1207",1,1,"(59,69]",0,3208.263,1,2
"1208",0,0,"(0,29]",0,3393.6519,1,0
"1209",0,1,"(59,69]",0,3234.439,1,0
"1210",0,1,"(0,29]",0,3549.1132,1,2
"1211",NA,1,"(29,39]",0,2879.7863,1,1
"1212",0,1,"(69,79]",0,3121.9774,1,0
"1213",0,0,"(79,100]",0,3234.0265,1,0
"1214",1,0,"(29,39]",0,3191.3832,1,0
"1215",0,1,"(29,39]",0,3006.5473,1,1
"1216",1,0,"(69,79]",0,3103.4782,1,0
"1217",1,1,"(59,69]",0,3441.4878,1,0
"1218",1,0,"(39,49]",0,3587.2257,1,1
"1219",NA,1,"(49,59]",0,3390.7945,1,1
"1220",0,0,"(29,39]",0,3659.7609,1,0
"1221",0,1,"(0,29]",0,3608.1585,1,0
"1222",NA,1,NA,0,2879.7863,1,1
"1223",NA,0,NA,0,2867.1586,1,0
"1224",1,1,"(39,49]",0,4706.0164,2,2
"1225",1,0,"(0,29]",0,5377.3321,2,1
"1226",1,1,"(49,59]",0,3418.4597,1,0
"1227",1,0,"(49,59]",0,3483.891,1,0
"1228",0,0,"(29,39]",0,3659.7609,1,2
"1229",0,1,"(29,39]",0,2986.6144,1,2
"1230",1,1,"(69,79]",0,3458.7954,1,2
"1231",1,0,"(69,79]",0,3074.6729,1,1
"1232",0,1,"(39,49]",0,4165.7604,1,0
"1233",0,0,"(39,49]",0,4390.2241,1,0
"1234",NA,0,"(39,49]",0,4191.271,4,0
"1235",0,1,"(0,29]",0,5577.693,4,0
"1236",NA,0,"(39,49]",0,4755.1082,2,0
"1237",NA,1,NA,0,3997.4603,4,0
"1238",NA,1,NA,0,5467.6805,2,0
"1239",NA,0,NA,0,5333.814,2,0
"1240",NA,0,NA,0,5925.4093,2,0
"1241",NA,0,"(49,59]",0,3483.891,1,1
"1242",NA,1,"(39,49]",0,4705.7495,3,0
"1243",0,0,"(29,39]",0,2567.4983,4,0
"1244",1,1,"(59,69]",0,3796.7025,4,0
"1245",NA,1,"(29,39]",0,4197.0829,1,2
"1246",NA,0,"(0,29]",0,8879.2956,2,1
"1247",NA,0,"(69,79]",0,3078.3621,1,0
"1248",NA,1,"(69,79]",0,3067.8258,1,0
"1249",1,1,"(59,69]",0,2980.6797,1,0
"1250",1,1,"(69,79]",0,3000.8612,1,2
"1251",1,0,"(69,79]",0,3533.0759,1,1
"1252",0,1,"(79,100]",0,3148.3669,1,0
"1253",1,0,"(49,59]",0,4197.2782,2,1
"1254",0,0,"(49,59]",0,3305.0755,1,0
"1255",0,1,"(59,69]",0,3202.1151,1,0
"1256",1,0,"(69,79]",0,3260.4126,1,2
"1257",1,1,"(69,79]",0,3147.4494,1,2
"1258",1,0,"(39,49]",0,3616.4936,1,2
"1259",NA,0,NA,0,4585.6021,1,2
"1260",NA,1,NA,0,3772.8358,1,0
"1261",0,1,"(49,59]",0,5835.8926,2,0
"1262",1,0,"(49,59]",0,3427.953,1,2
"1263",1,1,"(49,59]",0,3375.3377,1,2
"1264",NA,0,NA,0,3149.9417,1,2
"1265",NA,1,NA,0,3276.6043,1,2
"1266",0,0,"(59,69]",0,3238.1255,1,0
"1267",1,1,"(59,69]",0,3946.3619,2,0
"1268",1,1,"(39,49]",0,4199.7485,1,0
"1269",1,0,"(39,49]",0,3911.7728,1,1
"1270",0,0,"(0,29]",0,4663.0659,1,1
"1271",0,1,"(69,79]",0,3025.345,1,0
"1272",0,0,"(79,100]",0,3561.902,1,0
"1273",0,1,"(49,59]",0,3176.7008,1,0
"1274",0,1,"(39,49]",0,3697.2509,1,1
"1275",1,0,"(69,79]",0,3040.3254,4,0
"1276",0,1,"(59,69]",0,4142.5311,4,0
"1277",0,1,"(29,39]",0,4231.3266,1,1
"1278",0,0,"(0,29]",0,4758.1498,1,1
"1279",0,0,"(0,29]",0,6342.7628,2,0
"1280",0,1,"(0,29]",0,3968.8159,1,1
"1281",1,1,"(79,100]",0,3200.5352,1,2
"1282",1,0,"(59,69]",0,3238.1255,1,0
"1283",1,1,"(59,69]",0,3262.8316,1,0
"1284",0,1,"(0,29]",0,5045.3758,4,0
"1285",NA,1,"(0,29]",0,5512.2909,2,0
"1286",0,1,"(79,100]",0,3174.6336,1,0
"1287",1,1,"(39,49]",0,3487.0104,1,1
"1288",0,0,"(0,29]",0,5400.6857,1,1
"1289",1,0,"(39,49]",0,2917.7751,1,1
"1290",NA,1,NA,0,4197.0829,1,NA
"1291",NA,0,NA,0,4719.6426,1,2
"1292",0,1,"(49,59]",0,3418.4597,1,0
"1293",0,0,"(49,59]",0,3483.891,1,0
"1294",0,1,"(79,100]",0,3148.3669,1,0
"1295",1,1,"(49,59]",0,3150.9921,1,2
"1296",1,0,"(0,29]",0,3460.4298,1,1
"1297",1,1,"(49,59]",0,4469.4807,2,1
"1298",1,0,"(29,39]",0,5452.1702,2,0
"1299",1,0,"(49,59]",0,3505.4884,4,1
"1300",1,1,"(49,59]",0,3123.4024,4,0
"1301",1,1,"(59,69]",0,3262.8316,1,0
"1302",0,1,"(69,79]",0,3200.5352,1,0
"1303",0,0,"(79,100]",0,3561.902,1,0
"1304",1,0,"(79,100]",0,3561.902,1,1
"1305",0,0,"(59,69]",0,3580.872,1,0
"1306",0,1,"(69,79]",0,3000.8612,1,2
"1307",0,1,"(49,59]",0,3270.5907,1,2
"1308",1,0,"(59,69]",0,3221.3493,1,1
"1309",0,1,"(0,29]",0,3515.6836,3,0
"1310",0,1,"(0,29]",0,3371.2582,4,0
"1311",1,1,"(0,29]",0,3337.1265,1,2
"1312",1,1,"(79,100]",0,3159.3902,1,2
"1313",1,1,"(0,29]",0,3457.1699,1,1
"1314",1,0,"(29,39]",0,2710.01,1,1
"1315",1,0,"(69,79]",0,3684.9802,2,1
"1316",1,0,"(59,69]",0,3763.5917,1,1
"1317",NA,0,NA,0,4193.1418,2,NA
"1318",1,0,"(49,59]",0,3766.0207,1,0
"1319",1,1,"(39,49]",0,3053.0236,1,1
"1320",0,0,"(0,29]",0,3488.6632,1,1
"1321",0,1,"(29,39]",0,3010.9819,1,0
"1322",NA,1,NA,0,4643.0473,2,1
"1323",1,0,"(59,69]",0,3295.0601,1,1
"1324",1,1,"(49,59]",0,3375.3377,1,0
"1325",0,0,"(0,29]",0,4625.3282,1,1
"1326",NA,1,"(29,39]",0,4197.0829,1,1
"1327",NA,0,NA,0,3121.2969,1,0
"1328",NA,1,NA,0,3429.8382,1,0
"1329",1,0,"(39,49]",0,3911.7728,NA,2
"1330",1,1,"(39,49]",0,4199.7485,1,2
"1331",1,1,"(79,100]",0,3121.9774,1,1
"1332",NA,1,NA,0,3458.7904,1,2
"1333",NA,1,NA,0,4419.9579,1,0
"1334",1,1,"(59,69]",0,3827.6795,4,0
"1335",1,0,"(59,69]",0,4860.5135,4,0
"1336",1,0,"(59,69]",0,3221.3493,1,0
"1337",NA,0,"(39,49]",0,2722.7614,1,2
"1338",NA,1,"(39,49]",0,3043.0342,1,2
"1339",1,1,"(59,69]",0,4159.178,2,1
"1340",1,1,"(0,29]",0,7524.5947,2,1
"1341",1,0,"(59,69]",0,4452.4316,2,1
"1342",1,0,"(59,69]",0,3402.1141,2,0
"1343",1,0,"(69,79]",0,3364.6726,1,0
"1344",1,1,"(59,69]",0,3262.8316,1,0
"1345",0,1,"(49,59]",0,3429.8382,1,0
"1346",1,1,"(69,79]",0,3946.3619,2,2
"1347",1,1,"(69,79]",0,3200.5352,1,0
"1348",1,0,"(69,79]",0,3561.902,1,0
"1349",0,0,"(39,49]",0,3549.3656,4,1
"1350",0,0,"(49,59]",0,3096.0366,1,0
"1351",0,1,"(49,59]",0,3402.0809,1,0
"1352",0,1,"(39,49]",0,3019.7949,1,0
"1353",0,1,"(0,29]",0,3193.5001,1,0
"1354",0,0,"(59,69]",0,2984.2113,1,0
"1355",0,1,"(69,79]",0,3064.2973,1,0
"1356",NA,0,"(29,39]",0,3165.5556,1,0
"1357",NA,1,"(69,79]",0,3067.8258,1,NA
"1358",1,1,"(29,39]",0,6173.4166,2,0
"1359",0,0,"(0,29]",0,4634.9619,2,0
"1360",0,1,"(39,49]",0,3727.4165,1,0
"1361",0,0,"(0,29]",0,3393.5362,1,0
"1362",1,0,"(39,49]",0,2917.7751,1,0
"1363",1,0,"(59,69]",0,3715.0457,2,1
"1364",1,1,"(49,59]",0,4086.8951,2,0
"1365",1,0,"(69,79]",0,3049.7899,1,1
"1366",1,1,"(69,79]",0,3430.8038,1,1
"1367",1,0,"(69,79]",0,3374.5812,2,1
"1368",1,1,"(69,79]",0,4125.5182,2,2
"1369",1,1,"(59,69]",0,3289.4528,1,1
"1370",1,0,"(29,39]",0,3941.8268,1,2
"1371",1,1,"(29,39]",0,2986.6144,1,1
"1372",1,1,"(59,69]",0,3208.263,1,2
"1373",1,0,"(59,69]",0,2998.4285,1,2
"1374",0,1,"(39,49]",0,3028.3158,1,0
"1375",1,0,"(0,29]",0,3460.4298,1,1
"1376",1,1,"(69,79]",0,3507.7061,2,0
"1377",0,1,"(49,59]",0,4469.4807,2,0
"1378",1,1,"(59,69]",0,4086.8951,2,1
"1379",1,0,"(0,29]",0,4753.6465,2,0
"1380",1,1,"(39,49]",0,3019.7949,1,0
"1381",1,0,"(49,59]",0,3483.891,1,0
"1382",1,0,"(39,49]",0,2894.1619,1,0
"1383",1,1,"(39,49]",0,2658.6741,1,2
"1384",1,1,"(0,29]",0,3159.2848,1,1
"1385",0,0,"(39,49]",0,2722.7614,1,1
"1386",1,1,"(29,39]",0,2856.4805,1,0
"1387",NA,0,"(29,39]",0,3659.7609,1,0
"1388",NA,1,"(29,39]",0,2986.6144,1,1
"1389",0,0,"(49,59]",0,3516.3853,1,0
"1390",1,1,"(49,59]",0,3418.4597,1,1
"1391",0,0,"(49,59]",0,3483.891,1,0
"1392",0,1,"(39,49]",0,3218.079,1,0
"1393",0,0,"(0,29]",0,3864.6875,1,0
"1394",1,1,"(59,69]",0,3023.0083,1,2
"1395",1,0,"(49,59]",0,3487.9276,1,1
"1396",1,1,"(39,49]",0,3053.0236,1,0
"1397",1,0,"(39,49]",0,3787.4457,1,0
"1398",1,0,"(0,29]",0,3488.6632,1,0
"1399",1,0,"(0,29]",0,3460.4298,1,0
"1400",1,1,"(0,29]",0,3936.6967,1,0
"1401",NA,1,"(69,79]",0,3148.3669,1,2
"1402",1,1,"(49,59]",0,4544.7879,2,1
"1403",1,1,"(0,29]",0,3549.1132,1,2
"1404",1,0,"(29,39]",0,3973.9879,1,1
"1405",0,0,"(0,29]",0,3366.0726,1,0
"1406",0,1,"(0,29]",0,3502.1326,1,0
"1407",0,0,"(69,79]",0,3120.4792,1,0
"1408",1,1,"(29,39]",0,6000.5264,2,1
"1409",0,0,"(0,29]",0,5121.2751,2,1
"1410",1,1,"(79,100]",0,3133.8216,1,2
"1411",1,0,"(79,100]",0,3120.4792,1,1
"1412",0,0,"(0,29]",0,3366.0726,1,0
"1413",1,1,"(59,69]",0,3208.263,1,2
"1414",0,1,"(29,39]",0,2616.6133,1,2
"1415",0,1,"(59,69]",0,3004.9988,1,0
"1416",0,0,"(39,49]",0,3880.1153,1,0
"1417",0,1,"(39,49]",0,3458.7904,1,0
"1418",1,1,"(59,69]",0,3501.3234,1,1
"1419",1,0,"(49,59]",0,3877.5759,1,0
"1420",0,0,"(0,29]",0,4663.0659,1,0
"1421",1,0,"(59,69]",0,3040.3254,4,0
"1422",0,1,"(49,59]",0,3796.7025,4,0
"1423",1,1,"(39,49]",0,3727.4165,1,0
"1424",1,0,"(39,49]",0,3412.3256,4,1
"1425",0,1,"(69,79]",0,3458.7954,1,0
"1426",1,1,"(69,79]",0,3507.7061,2,2
"1427",1,1,"(49,59]",0,4218.707,2,0
"1428",NA,0,"(59,69]",0,3247.6321,1,2
"1429",1,1,"(69,79]",0,4125.5182,2,0
"1430",1,0,"(59,69]",0,3374.5812,2,0
"1431",1,0,"(69,79]",0,3078.3621,1,2
"1432",1,1,"(59,69]",0,3208.263,1,1
"1433",1,1,"(59,69]",0,2935.4067,1,1
"1434",1,0,"(69,79]",0,3609.3884,1,1
"1435",1,1,"(0,29]",0,3457.1699,1,1
"1436",0,1,"(69,79]",0,3174.6336,1,0
"1437",0,0,"(69,79]",0,3392.1247,1,0
"1438",1,1,"(59,69]",0,3280.6339,1,1
"1439",1,0,"(59,69]",0,4032.6297,4,0
"1440",1,1,"(79,100]",0,3479.3186,2,0
"1441",1,1,"(49,59]",0,3429.8382,1,0
"1442",1,1,"(29,39]",0,2986.6144,1,2
"1443",1,0,"(29,39]",0,3659.7609,1,1
"1444",NA,0,"(49,59]",0,3455.9214,1,1
"1445",NA,1,"(49,59]",0,3402.8768,1,0
"1446",NA,1,"(69,79]",0,3148.3669,1,NA
"1447",1,1,"(69,79]",0,3064.2973,1,2
"1448",1,1,"(29,39]",0,3803.618,1,2
"1449",1,0,"(29,39]",0,4380.0379,1,2
"1450",0,0,"(49,59]",0,3096.0366,1,0
"1451",0,0,"(39,49]",0,3881.5819,1,0
"1452",0,0,"(0,29]",0,4719.6426,1,0
"1453",0,1,"(0,29]",0,4920.5018,1,0
"1454",1,1,"(69,79]",0,3092.856,1,0
"1455",1,1,"(59,69]",0,3479.3186,2,1
"1456",1,0,"(59,69]",0,3831.2762,2,0
"1457",0,0,"(69,79]",0,3120.4792,1,0
"1458",0,1,"(69,79]",0,3067.8258,1,1
"1459",0,0,"(39,49]",0,2917.7751,1,0
"1460",0,1,"(39,49]",0,2680.366,1,1
"1461",NA,1,"(39,49]",0,3067.862,1,NA
"1462",0,0,"(79,100]",0,3374.5812,2,0
"1463",1,1,"(59,69]",0,3280.874,1,1
"1464",1,0,"(59,69]",0,3763.5917,1,1
"1465",NA,0,"(59,69]",0,3047.862,1,NA
"1466",NA,0,NA,0,3121.2969,1,0
"1467",1,0,"(69,79]",0,3103.4782,1,2
"1468",1,1,"(59,69]",0,3441.4878,1,2
"1469",1,0,"(69,79]",0,3234.0265,1,0
"1470",1,1,"(69,79]",0,3121.9774,1,0
"1471",NA,0,"(59,69]",0,2905.305,4,0
"1472",0,1,"(69,79]",0,3458.7954,1,0
"1473",1,0,"(59,69]",0,3990.1761,1,0
"1474",0,1,"(29,39]",0,3803.618,1,0
"1475",1,0,"(59,69]",0,3402.1141,2,0
"1476",NA,1,NA,0,3978.5599,2,0
"1477",1,1,"(49,59]",0,3250.0871,1,2
"1478",0,0,"(0,29]",0,4634.9619,2,1
"1479",0,0,"(39,49]",0,3616.4936,NA,1
"1480",1,0,"(0,29]",0,4990.0527,NA,0
"1481",1,0,"(49,59]",0,3427.953,1,0
"1482",1,1,"(49,59]",0,3375.3377,1,1
"1483",NA,1,"(0,29]",0,5434.6776,2,NA
"1484",1,0,"(49,59]",0,3487.9276,1,0
"1485",1,1,"(49,59]",0,3589.1298,1,2
"1486",1,0,"(39,49]",0,4426.0436,1,1
"1487",0,1,"(79,100]",0,3148.3669,1,0
"1488",0,1,"(39,49]",0,3192.0355,1,2
"1489",1,0,"(49,59]",0,3455.6963,1,1
"1490",1,1,"(59,69]",0,3280.874,1,2
"1491",1,0,"(69,79]",0,3609.3884,1,1
"1492",1,0,"(49,59]",0,3766.0207,1,0
"1493",0,1,"(49,59]",0,3337.346,1,2
"1494",0,0,"(0,29]",0,3488.6632,NA,1
"1495",0,1,"(0,29]",0,5512.2909,2,0
"1496",0,0,"(0,29]",0,5973.7542,2,0
"1497",1,0,"(69,79]",0,3402.1141,2,1
"1498",0,0,"(0,29]",0,2902.6374,3,0
"1499",0,1,"(0,29]",0,3936.6967,1,0
"1500",1,0,"(59,69]",0,3286.4529,1,1
"1501",1,1,"(49,59]",0,3270.5907,1,0
"1502",0,0,"(59,69]",0,4193.1418,2,2
"1503",1,1,"(49,59]",0,4218.707,2,0
"1504",1,0,"(0,29]",0,6342.7628,2,0
"1505",0,0,"(69,79]",0,3301.1206,1,0
"1506",0,1,"(39,49]",0,3192.0355,1,0
"1507",1,1,"(59,69]",0,4176.3297,4,1
"1508",1,0,"(59,69]",0,3065.1312,4,0
"1509",1,1,"(29,39]",0,8045.3298,2,2
"1510",1,0,"(29,39]",0,6516.6959,2,2
"1511",0,0,"(59,69]",0,3022.8924,1,0
"1512",0,1,"(49,59]",0,3429.8382,1,0
"1513",0,1,"(69,79]",0,3133.8216,1,0
"1514",1,0,"(49,59]",0,3121.2969,1,2
"1515",1,1,"(49,59]",0,3429.8382,1,2
"1516",0,1,"(39,49]",0,4494.1029,4,0
"1517",1,1,"(29,39]",0,4231.3266,1,2
"1518",0,0,"(49,59]",0,3877.5759,1,0
"1519",0,0,"(59,69]",0,3149.9417,1,2
"1520",0,1,"(49,59]",0,3276.6043,1,0
"1521",1,1,"(0,29]",0,3530.7062,1,1
"1522",1,0,"(0,29]",0,3393.6519,1,2
"1523",NA,1,NA,0,3254.3223,1,0
"1524",1,1,"(59,69]",0,3067.2214,1,1
"1525",1,0,"(69,79]",0,3301.1206,1,1
"1526",1,1,"(0,29]",0,3364.3538,1,1
"1527",NA,1,"(49,59]",0,3310.3372,1,0
"1528",NA,0,"(59,69]",0,3733.1334,1,2
"1529",1,0,"(29,39]",0,4380.0379,1,1
"1530",1,1,"(29,39]",0,3803.618,1,2
"1531",NA,1,"(59,69]",0,4142.5311,4,0
"1532",1,1,"(59,69]",0,2706.4529,4,0
"1533",0,1,"(59,69]",0,3004.9988,1,1
"1534",NA,1,"(69,79]",0,3000.8612,1,2
"1535",NA,0,"(59,69]",0,3681.0587,1,2
"1536",1,0,"(59,69]",0,3124.4496,1,1
"1537",1,1,"(49,59]",0,3402.0809,1,0
"1538",0,1,"(29,39]",0,3772.8358,1,0
"1539",1,0,"(29,39]",0,4585.6021,1,0
"1540",0,1,"(39,49]",0,3028.3158,1,0
"1541",0,0,"(39,49]",0,2722.7614,1,0
"1542",0,1,"(39,49]",0,3043.0342,1,0
"1543",1,1,"(69,79]",0,3978.5599,2,1
"1544",1,0,"(59,69]",0,3374.5812,2,0
"1545",1,1,"(59,69]",0,4159.178,2,1
"1546",1,1,"(39,49]",0,4832.6283,2,1
"1547",0,0,"(69,79]",0,3402.1141,2,0
"1548",1,0,"(69,79]",0,3561.902,1,1
"1549",1,0,"(69,79]",0,3609.3884,1,2
"1550",1,0,"(49,59]",0,3121.2969,1,2
"1551",1,1,"(49,59]",0,3429.8382,1,1
"1552",NA,1,"(29,39]",0,2616.6133,1,1
"1553",1,1,"(59,69]",0,2944.5149,1,1
"1554",1,0,"(59,69]",0,2960.0604,1,1
"1555",1,1,"(49,59]",0,3270.5907,1,2
"1556",0,0,"(49,59]",0,3455.9214,1,0
"1557",0,1,"(49,59]",0,3402.8768,1,0
"1558",0,1,"(79,100]",0,3174.0542,1,0
"1559",NA,0,NA,0,4623.0157,1,NA
"1560",NA,1,"(79,100]",0,3412.936,4,0
"1561",NA,0,"(79,100]",0,3999.9941,4,0
"1562",1,0,"(49,59]",0,4010.7083,1,0
"1563",1,1,"(69,79]",0,3121.9774,1,1
"1564",0,1,"(49,59]",0,3337.346,1,1
"1565",NA,1,"(0,29]",0,3718.8624,1,1
"1566",1,0,"(29,39]",0,2867.1586,1,0
"1567",1,1,"(29,39]",0,2879.7863,1,0
"1568",1,1,"(39,49]",0,3043.0342,1,0
"1569",0,0,"(39,49]",0,3756.7943,1,0
"1570",0,1,"(0,29]",0,3688.766,1,1
"1571",1,0,"(59,69]",0,3733.1334,1,0
"1572",1,1,"(59,69]",0,3254.3223,1,0
"1573",0,0,"(49,59]",0,4379.1878,2,0
"1574",0,1,"(59,69]",0,3176.2008,1,1
"1575",0,1,"(69,79]",0,3200.5352,1,1
"1576",0,1,"(0,29]",0,4815.1363,1,2
"1577",0,1,"(49,59]",0,3375.3377,1,2
"1578",0,1,"(0,29]",0,6599.2259,2,0
"1579",1,0,"(59,69]",0,3023.196,1,1
"1580",1,1,"(59,69]",0,3176.2008,1,2
"1581",NA,1,"(39,49]",0,2680.366,1,2
"1582",NA,1,"(39,49]",0,7020.3862,2,1
"1583",0,0,"(0,29]",0,7412.2976,2,0
"1584",NA,0,"(0,29]",0,7412.2976,2,0
"1585",NA,1,"(79,100]",0,4125.5182,2,0
"1586",1,1,"(0,29]",0,3549.1132,1,2
"1587",1,0,"(29,39]",0,3689.6206,1,0
"1588",1,1,"(29,39]",0,2637.9621,1,2
